Order_ID,Order_Date,Customer_Name,Category,Region,Sales_Channel,Quantity,Unit_Price,Discount,Sales_Amount,Cost_Amount,Payment_Method,Order_Status
ORD00231,2025-06-05,Rohan,Office Supplies,West,Store,1,23728.26,0.1,21355.43,17137.39,Debit Card,Pending
ORD00232,2025-06-03,Rahul,Accessories,East,Store,6,15139.8,0.05,86296.86,59864.38,Debit Card,Pending
ORD00233,2025-06-16,Sneha,Home Appliances,South,Mobile App,7,7115.46,0.15,42336.99,27921.44,Net Banking,Completed
ORD00234,2025-08-25,Priya,Accessories,West,Online,4,11045.61,0.1,39764.2,31786.89,Cash,Pending
ORD00235,2025-05-10,Ananya,Home Appliances,West,Mobile App,3,17923.62,0.15,45705.23,26152.05,Net Banking,Returned
ORD00236,2025-10-06,Priya,Electronics,South,Mobile App,1,19799.41,0.1,17819.47,13551.53,Cash,Pending
ORD00237,2025-11-28,Neha,Accessories,North,Online,1,14146.02,0.15,12024.12,10100.78,Credit Card,Cancelled
ORD00238,2025-04-24,Rahul,Office Supplies,North,Store,4,11227.6,0.15,38173.84,26298.68,Credit Card,Cancelled
ORD00239,2025-08-01,Neha,Accessories,South,Mobile App,2,3034.32,0.05,5765.21,3773.32,Debit Card,Cancelled
ORD00240,2025-09-01,Vikram,Electronics,North,Online,2,11038.42,0.15,18765.31,12116.25,Cash,Completed
ORD00241,2025-12-13,Rahul,Office Supplies,West,Store,3,23258.57,0.05,66286.92,46718.9,UPI,Returned
ORD00242,2025-11-19,Sneha,Accessories,west,Store,3,4781.72,0.15,12193.39,8153.41,Credit Card,Pending
ORD00243,2025-04-16,Rahul,Office Supplies,East,Online,5,18845.29,0.0,94226.45,68144.98,Debit Card,Completed
ORD00244,2025-05-15,Rohan,Home Appliances,North,Store,8,13263.72,0.1,95498.78,69627.32,Cash,Returned
ORD00245,2025-11-13,Priya,Furniture,East,Online,3,20371.4,0.1,55002.78,45410.56,UPI,Cancelled
ORD00246,2025-03-01,Rohan,Home Appliances,South,Mobile App,3,9426.66,0.05,26865.98,18893.43,Debit Card,Returned
ORD00247,2025-04-06,Ananya,Office Supplies,South,Online,8,15942.22,0.05,121160.87,86808.59,Cash,Returned
ORD00248,2025-11-14,Sneha,Accessories,West,Store,1,21658.23,0.0,21658.23,15060.76,Debit Card,Returned
ORD00249,2025-12-30,Sneha,Office Supplies,North,Store,8,12294.18,0.0,98353.44,70777.04,UPI,Cancelled
ORD00250,2025-03-28,Priya,Home Appliances,North,Store,8,14206.41,0.15,96603.59,69063.63,Net Banking,Cancelled
ORD00251,2025-10-05,Rohan,Electronics,South,Store,1,19036.1,0.15,16180.68,11551.48,Credit Card,Returned
ORD00252,2025-05-15,Priya,Furniture,South,Mobile App,6,21575.66,0.0,129453.96,88251.48,Net Banking,Cancelled
ORD00253,2025-12-30,Sneha,Electronics,East,Mobile App,7,4274.64,0.05,28426.36,22327.62,Cash,Pending
ORD00254,2025-06-15,Priya,Furniture,West,Online,5,7339.93,0.1,33029.69,27603.55,Cash,Pending
ORD00255,2025-12-26,Rohan,Accessories,South,Mobile App,3,6354.48,0.1,17157.1,13700.71,Cash,Returned
ORD00256,2025-07-12,Vikram,Office Supplies,West,Store,8,2026.58,0.0,16212.64,10876.33,Cash,Completed
ORD00257,2025-02-17,Rohan,Furniture,West,Online,8,15925.79,0.1,114665.69,92309.54,Debit Card,Cancelled
ORD00258,2025-06-15,,Office Supplies,North,Online,5,8543.22,0.2,34172.88,20133.92,Credit Card,Returned
ORD00259,2025-01-09,Aarav,Accessories,South,Mobile App,2,23246.41,0.05,44168.18,30139.74,UPI,Returned 
ORD00260,2025-03-23,Neha,Furniture,North,Store,5,2469.5,0.1,11112.75,6946.77,Cash,Pending
ORD00261,2025-08-08,Priya,Furniture,South,Mobile App,2,17636.9,0.0,35273.8,21659.04,Debit Card,Completed
ORD00262,2025-01-05,Ananya,Electronics,South,Store,6,20455.16,0.15,104321.32,79097.4,Credit Card,Completed
ORD00263,2025-02-22,Rahul,Furniture,North,Mobile App,6,9283.91,0.1,50133.11,29635.63,Net Banking,Completed
ORD00264,2025-11-09,Rahul,Accessories,West,Online,3,11086.47,0.05,31596.44,23331.57,Credit Card,Completed
ORD00265,2025-03-13,Rohan,Office Supplies,South,Online,2,14800.91,0.15,25161.55,16492.41,Cash,Completed
ORD00266,2025-05-08,,Furniture,South,Mobile App,5,19507.4,0.0,97537.0,78455.61,Debit Card,Cancelled
ORD00267,2025-11-27,Priya,Furniture,West,Mobile App,1,19627.47,0.05,18646.1,13023.67,Net Banking,Completed
ORD00268,2025-09-28,Rohan,Office Supplies,South,Store,1,24674.03,0.1,22206.63,13092.91,Credit Card,Completed
ORD00269,2025-10-28,Aarav,Accessories,East,Mobile App,2,492.77,0.05,936.26,526.13,Net Banking,Returned
ORD00270,2025-08-05,Rahul,Office Supplies,,Store,7,2198.33,0.2,12310.65,8756.52,Credit Card,Pending
ORD00271,2025-03-21,Rohan,Furniture,North,Online,6,9859.68,0.0,59158.08,38041.65,Credit Card,Returned
ORD00272,2025-03-01,Rahul,Electronics,North,Mobile App,8,15365.58,0.0,122924.64,79014.36,UPI,Completed
ORD00273,2025-03-25,Vikram,Furniture,East,Online,8,23832.45,0.2,152527.68,107557.46,Cash,Completed
ORD00274,2025-01-16,Vikram,Home Appliances,North,Store,6,20206.63,0.1,109115.8,77161.92,Debit Card,Cancelled
ORD00275,2025-01-29,Vikram,Electronics,North,Online,8,21505.09,0.05,163438.68,107919.6,Net Banking,Completed
ORD00276,2025-01-23,Rahul,Furniture,North,Mobile App,1,6227.1,0.15,5293.03,3489.13,Debit Card,Pending
ORD00277,2025-06-14,Priya,Home Appliances,East,Online,4,10493.98,0.1,37778.33,23852.38,Net Banking,Completed
ORD00278,2025-04-02,Priya,Accessories,East,Store,4,20137.8,0.0,80551.2,67358.83,Cash,Completed
ORD00279,2025-10-11,Vikram,Home Appliances,South,Store,8,348.03,0.05,2645.03,1686.15,Cash,Returned
ORD00280,2025-04-11,Neha,Electronics,East,Online,4,3891.57,0.15,13231.34,7372.15,Debit Card,Cancelled
ORD00281,2025-02-23,Aarav,Furniture,East,Online,4,13315.89,0.05,50600.38,34203.06,Credit Card,Pending
ORD00282,2025-09-24,Priya,Home Appliances,North,Mobile App,7,17566.05,0.1,110666.11,76087.09,UPI,Returned
ORD00283,2025-02-08,Vikram,Office Supplies,West,Mobile App,1,10959.32,0.05,10411.35,6465.78,Cash,Cancelled
ORD00284,2025-08-20,Priya,Furniture,North,Online,5,5955.24,0.05,28287.39,16713.14,Debit Card,Returned
ORD00285,2025-06-10,Sneha,Accessories,East,Store,7,3150.31,0.1,19846.95,16659.34,Cash,Completed
ORD00286,2025-02-16,Aarav,Furniture,East,Online,3,20218.78,0.1,54590.71,43558.8,Credit Card,Pending
ORD00287,2025-07-02,Rahul,Electronics,West,Store,7,12909.47,0.1,81329.66,51079.1,Net Banking,Pending
ORD00288,2025-02-18,Aarav,Furniture,South,Online,8,2682.4,0.05,20386.24,11955.22,Debit Card,Cancelled
ORD00289,2025-12-18,Priya,Electronics,North,Online,2,14620.75,0.1,26317.35,21717.83,Debit Card,Pending
ORD00290,2025-02-17,Rohan,Accessories,West,Online,6,3194.81,0.15,16293.53,9208.96,Debit Card,Returned
ORD00291,2025-03-30,Ananya,Furniture,North,Mobile App,6,5485.7,0.05,31268.49,19777.15,Net Banking,Pending
ORD00292,2025-11-28,Priya,Office Supplies,West,Online,5,12547.46,0.2,50189.84,34817.16,Debit Card,Pending
ORD00293,2025-11-26,,Office Supplies,West,Mobile App,4,15824.25,0.2,50637.6,39925.41,,Cancelled
ORD00294,2025-10-17,Sneha,Electronics,East,Online,6,9801.27,0.05,55867.24,31163.8,Debit Card,Cancelled
ORD00295,2025-10-27,Sneha,Office Supplies,North,Online,4,24353.4,0.0,97413.6,60820.87,Net Banking,Returned
ORD00296,2025-07-01,Neha,Home Appliances,North,Mobile App,3,4526.09,0.2,10862.62,7010.75,Cash,Pending
ORD00297,2025-10-16,Rahul,Accessories,North,Online,4,20941.92,0.15,71202.53,50741.58,Credit Card,Pending
ORD00298,2025-11-05,Sneha,Furniture,East,Mobile App,4,645.21,0.15,2193.71,1206.99,,Cancelled
ORD00299,2025-01-31,Neha,Electronics,East,Mobile App,1,3820.64,0.05,3629.61,2839.48,Debit Card,Completed
ORD00300,2025-06-22,Rohan,Accessories,East,Online,5,8166.69,0.05,38791.78,29858.25,Net Banking,Cancelled
ORD00301,2025-04-25,Aarav,Home Appliances,West,Mobile App,3,9552.85,0.1,25792.7,15171.38,Credit Card,Pending
ORD00302,2025-11-05,Priya,Accessories,South,Store,6,23037.8,0.2,110581.44,68147.87,Credit Card,Pending
ORD00303,2025-06-27,Neha,Accessories,North,Store,6,4322.0,0.0,25932.0,20654.8,UPI,Pending
ORD00304,2025-12-21,Aarav,Accessories,West,Mobile App,2,8859.46,0.0,17718.92,13574.89,Debit Card,Pending
ORD00305,2025-07-31,Priya,Accessories,South,Online,8,22062.0,0.1,158846.4,113385.7,Debit Card,Completed
ORD00306,2025-01-18,Priya,Office Supplies,South,Store,5,648.94,0.1,2920.23,2439.85,UPI,Completed
ORD00307,2025-10-08,Aarav,Accessories,South,Mobile App,2,8548.07,0.2,13676.91,11187.27,Debit Card,Pending
ORD00308,2025-01-28,Vikram,Office Supplies,East,Online,2,8377.7,0.05,15917.63,10709.13,Credit Card,Completed
ORD00309,2025-07-21,Priya,Office Supplies,West,Online,8,3966.71,0.1,28560.31,15740.86,Credit Card,Completed
ORD00310,2025-04-16,Priya,Office Supplies,West,Store,3,16009.04,0.0,48027.12,33238.19,Debit Card,Cancelled
ORD00311,2025-02-16,Ananya,Electronics,East,Store,7,4744.3,0.15,28228.58,18654.02,Debit Card,Cancelled
ORD00312,2025-04-26,Priya,Electronics,East,Mobile App,5,14171.53,0.05,67314.77,52214.08,Debit Card,Pending
ORD00313,2025-10-11,Ananya,Home Appliances,South,Store,1,21043.81,0.2,16835.05,11373.59,Cash,Completed
ORD00314,2025-07-22,Rahul,Electronics,West,Online,1,12627.22,0.2,10101.78,7981.77,UPI,Pending
ORD00315,2025-04-09,Rohan,Furniture,South,Mobile App,3,1210.5,0.0,3631.5,3074.01,Cash,Cancelled
ORD00316,2025-02-04,Vikram,Home Appliances,West,Online,2,9794.26,0.15,16650.24,11915.18,Net Banking,Returned
ORD00317,2025-02-27,Priya,Electronics,North,Store,7,3868.61,0.2,21664.22,15736.46,Net Banking,Cancelled
ORD00318,2025-07-30,Ananya,Electronics,South,Store,5,9668.63,0.15,41091.68,29652.04,Debit Card,Pending
ORD00319,2025-11-13,Aarav,Accessories,East,Store,7,1113.75,0.1,7016.62,5312.66,Credit Card,Cancelled
ORD00320,2025-06-05,Priya,Furniture,South,Store,5,7116.61,0.15,30245.59,24422.42,Debit Card,Cancelled
ORD00321,2025-05-18,Sneha,Accessories,West,Mobile App,7,15183.73,0.0,106286.11,64449.85,Cash,Completed
ORD00322,2025-09-21,Aarav,Furniture,South,Online,3,1780.58,0.2,4273.39,2867.51,Credit Card,Pending
ORD00323,2025-01-17,Vikram,Office Supplies,West,Mobile App,8,1406.4,0.1,10126.08,7709.9,Debit Card,Completed
ORD00324,2025-12-15,Rahul,Accessories,East,Store,1,6162.16,0.15,5237.84,3814.26,UPI,Cancelled
ORD00325,2025-12-19,Sneha,Furniture,South,Mobile App,2,7233.97,0.15,12297.75,6946.94,UPI,Cancelled
ORD00326,2025-11-30,Rahul,Furniture,North,Online,7,12905.04,0.0,90335.28,62532.72,Cash,Cancelled
ORD00327,2025-12-31,Ananya,Office Supplies,South,Store,5,10681.6,0.15,45396.8,36566.03,Cash,Returned
ORD00328,2025-10-27,Vikram,Office Supplies,North,Store,2,332.59,0.1,598.66,430.1,Credit Card,Cancelled
ORD00329,2025-05-22,Vikram,Furniture,South,Mobile App,6,21558.07,0.1,116413.58,86941.84,UPI,Completed
ORD00330,2025-11-04,Ananya,Office Supplies,East,Store,7,16564.18,0.05,110151.8,84418.68,Debit Card,Returned
ORD00331,2025-01-19,Ananya,Office Supplies,East,Online,4,8677.7,0.05,32975.26,24925.85,Net Banking,Pending
ORD00332,2025-05-31,Rahul,Office Supplies,North,Online,2,11848.9,,21328.02,16370.45,Cash,Pending
ORD00333,2025-06-07,Vikram,Accessories,North,Store,7,19734.05,0.1,124324.52,82241.26,Credit Card,Completed
ORD00334,2025-08-30,Rohan,Electronics,South,Online,4,12586.86,0.15,42795.32,30339.81,UPI,Cancelled
ORD00335,2025-07-29,Ananya,Office Supplies,South,Store,8,3709.12,0.05,28189.31,22091.46,Credit Card,Completed
ORD00336,2025-08-20,Rahul,Accessories,North,Online,5,5353.15,0.05,25427.46,18381.1,Net Banking,Returned
ORD00337,2025-11-21,Aarav,Home Appliances,South,Mobile App,7,10174.33,0.15,60537.26,40256.97,Cash,Completed
ORD00338,2025-06-14,Sneha,Furniture,East,Store,4,595.22,0.0,2380.88,1757.1,UPI,Completed
ORD00339,2025-07-16,Vikram,Accessories,East,Store,5,4300.45,0.0,21502.25,13749.84,UPI,Cancelled
ORD00340,2025-09-08,Rohan,Electronics,South,Online,6,18790.37,0.05,107105.11,89371.21,UPI,Pending
ORD00341,2025-01-12,Vikram,Home Appliances,North,Mobile App,3,3210.58,0.0,9631.74,6381.58,Credit Card,Completed
ORD00342,2025-12-01,Rohan,Electronics,East,Store,1,1348.64,0.0,1348.64,910.38,UPI,Pending
ORD00343,2025-12-22,Vikram,Home Appliances,South,Store,1,7632.74,0.0,7632.74,5714.98,Credit Card,Completed
ORD00344,2025-05-25,Sneha,Office Supplies,South,Store,2,19651.29,0.15,33407.19,20364.82,Debit Card,Cancelled
ORD00345,2025-03-24,Ananya,Office Supplies,South,Online,1,13771.25,0.05,13082.69,9896.55,Credit Card,Completed
ORD00346,2025-02-26,Priya,Electronics,East,Mobile App,8,3856.24,0.0,30849.92,24181.95,UPI,Returned
ORD00347,2025-06-01,Aarav,Office Supplies,East,Mobile App,5,11687.29,0.0,58436.45,46395.83,Cash,Returned
ORD00348,2025-03-01,Rahul,Furniture,East,Store,2,21303.46,0.0,42606.92,23557.44,Debit Card,Cancelled
ORD00349,2025-02-17,Rohan,Accessories,East,Store,6,20401.86,0.05,116290.6,67931.11,Debit Card,Returned
ORD00350,2025-11-29,Rahul,Electronics,West,Mobile App,3,2959.46,0.0,8878.38,7497.53,Debit Card,Returned
ORD00351,2025-04-03,Rahul,Accessories,West,Online,7,19512.23,0.2,109268.49,61042.28,Debit Card,Returned
ORD00352,2025-01-24,Sneha,Office Supplies,North,Store,2,6651.08,0.1,11971.94,6628.96,UPI,Returned
ORD00353,2025-06-27,Aarav,Electronics,South,Mobile App,7,3844.06,0.2,21526.74,17600.66,Debit Card,Returned
ORD00354,2025-03-26,Vikram,Electronics,South,Mobile App,2,18823.04,0.1,33881.47,21083.34,Debit Card,Returned
ORD00355,2025-05-01,Ananya,Accessories,East,Online,2,11558.5,0.2,18493.6,12657.57,Debit Card,Completed
ORD00356,2025-02-22,Priya,Home Appliances,East,Mobile App,7,10396.61,0.2,58221.02,41612.29,Net Banking,Pending
ORD00357,2025-12-02,Sneha,Accessories,East,Mobile App,8,23766.32,0.1,171117.5,136482.17,Net Banking,Returned
ORD00358,2025-12-03,Sneha,Electronics,East,Store,6,17940.45,0.0,107642.7,62350.0,Cash,Cancelled
ORD00359,2025-12-26,Rohan,Electronics,East,Mobile App,2,1287.59,0.05,2446.42,1706.93,UPI,Pending
ORD00360,2025-03-03,Priya,Accessories,North,Mobile App,7,5507.4,0.05,36624.21,28018.85,Net Banking,Completed
ORD00361,2025-08-19,Ananya,Electronics,North,Mobile App,8,16512.65,0.2,105680.96,62393.07,Debit Card,Returned
ORD00362,2025-09-18,Rahul,Electronics,West,Mobile App,3,17341.67,0.05,49423.76,38014.21,Net Banking,Cancelled
ORD00363,2025-09-16,Sneha,Office Supplies,West,Store,7,10553.82,0.2,59101.39,48745.24,Cash,Returned
ORD00364,2025-03-10,Neha,Home Appliances,South,Online,3,10406.72,0.2,24976.13,15976.58,UPI,Cancelled
ORD00365,2025-12-18,Rahul,Home Appliances,East,Mobile App,6,23041.62,0.05,131337.23,110901.24,Credit Card,Cancelled
ORD00366,2025-10-15,Vikram,Accessories,North,Mobile App,8,14632.74,0.15,99502.63,74853.15,Credit Card,Completed
ORD00367,2025-07-15,Rahul,Office Supplies,East,Online,3,1468.67,0.0,4406.01,2687.54,Credit Card,Cancelled
ORD00368,2025-04-15,Sneha,Home Appliances,West,Online,1,9063.26,0.15,7703.77,4473.92,Net Banking,Cancelled
ORD00369,2025-12-21,Neha,Home Appliances,North,Online,1,23173.15,0.15,19697.18,13295.0,Cash,Pending
ORD00370,2025-11-14,Sneha,Furniture,East,Store,8,20775.09,0.1,149580.65,116154.21,UPI,Completed
ORD00371,2025-04-06,Rohan,Office Supplies,East,Online,3,18416.73,0.0,55250.19,36639.69,UPI,Cancelled
ORD00372,2025-01-03,Neha,Home Appliances,North,Mobile App,6,11738.33,0.05,66908.48,37601.37,Net Banking,Cancelled
ORD00373,2025-09-09,Rahul,Home Appliances,North,Mobile App,6,1961.09,0.1,10589.89,7493.6,UPI,Returned
ORD00374,2025-10-06,Neha,Office Supplies,East,Store,7,2434.85,0.05,16191.75,13196.58,,Returned
ORD00375,2025-10-15,Sneha,Electronics,East,Store,1,3000.84,0.1,2700.76,1846.51,Credit Card,Returned
ORD00376,2025-05-12,Neha,Home Appliances,West,Store,5,763.94,0.2,3055.76,2434.32,Credit Card,Cancelled
ORD00377,2025-11-30,Rahul,Home Appliances,North,Mobile App,4,8109.77,0.0,32439.08,27069.23,Credit Card,Pending
ORD00378,2025-12-10,Sneha,Home Appliances,West,Mobile App,4,21644.03,0.15,73589.7,58923.24,Credit Card,Pending
ORD00379,2025-01-13,Aarav,Furniture,,Mobile App,8,17964.18,0.0,143713.44,82815.77,Credit Card,Pending
ORD00380,2025-05-13,Aarav,Accessories,North,Mobile App,7,9792.61,0.15,58266.03,39615.51,Credit Card,Completed
ORD00381,2025-10-27,Priya,Office Supplies,East,Mobile App,1,17566.92,0.0,17566.92,11546.91,Credit Card,Cancelled
ORD00382,2025-08-13,Sneha, Furniture ,West,Mobile App,7,9968.56,0.0,69779.92,48301.4,Cash,Pending
ORD00383,2025-06-02,Rahul,Electronics,North,Online,6,23941.18,0.0,143647.08,102859.53,Net Banking,Returned
ORD00384,2025-10-03,Rahul,Furniture,South,Online,2,7721.58,0.1,13898.84,8527.23,Net Banking,Cancelled
ORD00385,2025-04-10,Ananya,Home Appliances,north,Store,2,4656.75,0.2,7450.8,6002.93,Credit Card,Cancelled
ORD00386,2025-02-20,Neha,Furniture,South,Online,4,18180.89,0.15,61815.03,51644.11,Cash,Completed
ORD00387,2025-04-10,Vikram,Home Appliances,South,Mobile App,6,12223.65,0.1,66007.71,48509.25,Net Banking,Cancelled
ORD00388,2025-06-11,Sneha,Accessories,East,Store,7,4340.69,0.1,27346.35,17060.09,UPI,Cancelled
ORD00389,2025-09-03,Priya,Furniture,North,Store,8,11217.15,0.1,80763.48,56218.77,UPI,Pending
ORD00390,2025-05-15,Aarav,Home Appliances,West,Mobile App,2,18226.52,0.0,36453.04,29340.18,UPI,Completed
ORD00391,2025-10-10,Rahul,Office Supplies,West,Online,5,13655.21,0.2,54620.84,37777.48,Net Banking,Cancelled
ORD00392,2025-03-10,Aarav,Furniture,South,Mobile App,8,12602.91,0.0,100823.28,67454.36,UPI,Returned
ORD00393,2025-03-23,Rahul,Accessories,East,Online,3,14223.98,0.2,34137.55,25528.88,UPI,Returned
ORD00394,2025-04-29,Sneha,Home Appliances,East,Store,2,6719.27,0.05,12766.61,7185.59,Debit Card,Returned
ORD00395,2025-01-24,Vikram,Office Supplies,South,Store,1,24517.66,0.1,22065.89,12819.57,Debit Card,Cancelled
ORD00396,2025-10-28,Sneha,Home Appliances,West,Store,2,12989.07,0.15,22081.42,18588.19,Cash,Returned
ORD00397,2025-09-04,Sneha,Electronics,East,Online,1,12620.65,0.05,11989.62,8176.56,UPI,Pending
ORD00398,2025-03-22,Rohan,Office Supplies,North,Store,6,15110.2,0.0,90661.2,67844.76,Debit Card,Returned
ORD00399,2025-04-18,Aarav,Furniture,South,Online,3,16234.39,0.15,41397.69,23047.49,Net Banking,Completed
ORD00400,2025-10-21,Rohan,Home Appliances,North,Mobile App,3,1539.41,0.1,4156.41,3436.25,Cash,Completed
ORD00401,2025-04-21,Rahul,Furniture,West,Mobile App,8,15222.17,0.15,103510.76,83863.46,UPI,Pending
ORD00402,2025-11-16,,Furniture,West,Store,5,4317.88,0.1,19430.46,16063.27,UPI,Completed
ORD00403,2025-01-09,Rahul,Home Appliances,North,Online,4,13139.38,0.2,42046.02,31757.79,Debit Card,Completed
ORD00404,2025-09-30,Aarav,Accessories,West,Store,2,2465.77,0.05,4684.96,3844.46,Credit Card,Returned
ORD00405,2025-04-28,Priya,Accessories,South,Store,8,19770.46,0.15,134439.13,88078.51,Debit Card,Pending
ORD00406,2025-02-12,Sneha,Electronics,North,Mobile App,5,15017.56,0.2,60070.24,40402.88,,Completed
ORD00407,2025-09-24,Neha,Accessories,East,Online,1,9469.49,0.05,8996.02,6803.96,UPI,Returned
ORD00408,2025-11-30,Neha,Home Appliances,East,Mobile App,5,6643.38,0.2,26573.52,17992.09,Debit Card,Pending
ORD00409,2025-07-31,Vikram,Office Supplies,East,Mobile App,8,4591.18,0.2,29383.55,21052.53,Debit Card,Pending
ORD00410,2025-12-04,Rahul,Electronics,South,Mobile App,2,18733.18,0.15,31846.41,24997.29,Debit Card,Cancelled
ORD00411,2025-10-09,Rahul,Accessories,West,Online,1,4144.34,0.0,4144.34,3279.46,Credit Card,Cancelled
ORD00412,2025-04-24,Rohan,Home Appliances,East,Mobile App,6,2138.99,0.0,12833.94,9848.1,Net Banking,Completed
ORD00413,2025-03-31,Vikram,Furniture,North,Mobile App,8,11058.46,0.05,84044.3,67669.97,Net Banking,Pending
ORD00414,2025-11-11,Aarav,Furniture,North,Store,3,16899.51,0.1,45628.68,28370.86,Debit Card,Cancelled
ORD00415,2025-12-09,Priya,Electronics,East,Mobile App,7,10225.46,0.05,67999.31,47961.46,Net Banking,Cancelled
ORD00416,2025-06-27,Rohan,Home Appliances,North,Store,5,5773.44,0.05,27423.84,18824.48,UPI,Returned
ORD00417,2025-09-17,Priya,Home Appliances,East,Mobile App,2,14031.97,0.2,22451.15,14330.02,Net Banking,Cancelled
ORD00418,2025-12-22,Sneha,Office Supplies,West,Mobile App,8,24156.48,0.2,154601.47,107461.78,Debit Card,Completed
ORD00419,2025-09-04,Sneha,Furniture,East,Store,2,6556.82,0.15,11146.59,8249.57,Cash,Completed
ORD00420,2025-12-25,Neha,Electronics,South,Store,5,6319.2,0.0,31596.0,21159.18,Cash,Cancelled
ORD00421,2025-04-22,Sneha,Furniture,South,Store,5,4692.19,0.05,22287.9,15594.84,UPI,Pending
ORD00422,2025-04-14,Priya,Electronics,North,Mobile App,4,20932.92,0.1,75358.51,44973.86,Debit Card,Completed
ORD00423,2025-10-05,Ananya,Home Appliances,East,Store,1,21223.06,0.1,19100.75,14061.98,UPI,Cancelled
ORD00424,2025-07-23,Rohan,Accessories,North,Mobile App,4,18791.71,0.05,71408.5,40434.67,Cash,Returned
ORD00425,2025-12-18,Ananya,Office Supplies,North,Online,3,11511.32,0.0,34533.96,26227.62,UPI,Returned
ORD00426,2025-10-25,Rahul,Home Appliances,East,Online,2,8237.09,0.2,13179.34,10656.19,Cash,Returned
ORD00427,2025-11-10,Rohan,Office Supplies,East,Store,6,9243.22,0.15,47140.42,31922.68,Cash,Returned
ORD00428,2025-04-03,Vikram,Furniture,West,Store,3,24484.92,0.05,69782.02,55424.87,UPI,Pending
ORD00429,2025-03-18,Rahul,Home Appliances,East,Store,8,20170.86,0.05,153298.54,103699.75,Cash,Cancelled
ORD00430,2025-10-15,Vikram,Accessories,North,Store,1,10050.29,0.05,9547.78,5423.24,Cash,Cancelled
ORD00431,2025-07-04,Rohan,Electronics,East,Mobile App,6,14074.7,0.1,76003.38,49648.61,Net Banking,Pending
ORD00432,2025-10-23,Ananya,Accessories,North,Store,3,24487.42,0.1,66116.03,43407.34,Net Banking,Cancelled
ORD00433,2025-08-26,Rohan,Electronics,North,Online,3,21726.2,0.1,58660.74,39686.63,Cash,Pending
ORD00434,2025-06-10,Rohan,Office Supplies,West,Store,6,16377.38,0.1,88437.85,64702.5,Net Banking,Returned
ORD00435,2025-07-31,Sneha,Office Supplies,North,Online,3,4719.57,0.0,14158.71,8318.41,UPI,Returned
ORD00436,2025-02-22,Aarav,Accessories,North,Online,2,1735.24,0.15,2949.91,2107.8,Cash,Pending
ORD00437,2025-02-13,Ananya,Furniture,South,Mobile App,7,7837.86,0.05,52121.77,40200.37,UPI,Completed
ORD00438,2025-01-18,Ananya,Home Appliances,East,Mobile App,6,21530.17,0.1,116262.92,94088.37,Debit Card,Pending
ORD00439,2025-12-24,Rohan,Home Appliances,East,Store,3,14832.15,0.15,37821.98,27962.33,Debit Card,Pending
ORD00440,2025-02-15,Vikram,Electronics,north,Mobile App,8,7800.52,0.15,53043.54,33308.27,UPI,Cancelled
ORD00441,2025-05-27,Ananya,Office Supplies,North,Store,8,13447.21,0.15,91441.03,76269.8,Cash,Pending
ORD00442,2025-01-04,Sneha,Furniture,West,Store,6,4835.99,0.2,23212.75,15810.94,UPI,Cancelled
ORD00443,2025-02-10,Vikram,Office Supplies,East,Store,7,15689.28,0.2,87859.97,68474.68,UPI,Completed
ORD00444,2025-04-04,Vikram,Home Appliances,West,Online,3,7346.44,0.15,18733.42,13775.04,Cash,Completed
ORD00445,2025-03-19,Priya,Office Supplies,East,Online,1,24247.45,0.0,24247.45,14688.65,Debit Card,Completed
ORD00446,2025-04-30,Rohan,Office Supplies,West,Store,2,3894.49,0.15,6620.63,4072.72,Debit Card,Completed
ORD00447,2025-06-19,Rohan,Electronics,West,Online,2,21112.13,0.05,40113.05,22736.54,UPI,Cancelled
ORD00448,2025-07-15,Ananya,Furniture,North,Online,1,3180.74,0.05,3021.7,2010.76,Debit Card,Completed
ORD00449,2025-09-24,Rahul,Electronics,North,Store,4,11899.71,0.1,42838.96,35593.37,Debit Card,Cancelled
ORD00450,2025-04-12,,Accessories,East,Online,6,22204.86,0.05,126567.7,106567.75,UPI,Cancelled
ORD00451,2025-10-27,Aarav,Home Appliances,West,Mobile App,2,9985.84,0.05,18973.1,10486.03,Net Banking,Pending
ORD00452,2025-07-10,Neha,Electronics,North,Store,2,6330.75,0.15,10762.27,6214.35,UPI,Completed
ORD00453,2025-03-06,Neha,Accessories,South,Online,8,5931.96,0.2,37964.54,29861.71,Debit Card,Cancelled
ORD00454,2025-03-10,Vikram,Home Appliances,West,Online,5,22481.78,0.15,95547.56,72806.07,Net Banking,Pending
ORD00455,2025-10-06,Rahul,Electronics,South,Store,6,8193.47,0.15,41786.7,26434.16,Cash,Cancelled
ORD00456,2025-10-05,Rahul,Electronics,East,Mobile App,6,11433.86,0.2,54882.53,36426.25,UPI,Cancelled
ORD00457,2025-02-02,Rahul,Home Appliances,East,Store,7,4868.26,0.15,28966.15,22585.49,Debit Card,Cancelled
ORD00458,2025-02-26,Rahul,Furniture,North,Online,2,13151.53,0.0,26303.06,14812.13,Credit Card,Returned
ORD00459,2025-04-09,Vikram,Electronics,East,Online,2,940.66,0.15,1599.12,1195.14,Net Banking,Completed
ORD00460,2025-01-07,Aarav,Office Supplies,West,Store,4,16445.37,0.0,65781.48,45416.7,Credit Card,Cancelled
ORD00461,2025-09-28,Sneha,Home Appliances,North,Online,1,18397.36,0.1,16557.62,9493.82,UPI,Returned
